{'Image': '0011165', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '937', 'Largeur': 644.0, 'Taille': 603428.0, 'cx': 512.0, 'cy': 787.0}
{'Image': '0208ccf', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1151', 'Largeur': 785.0, 'Taille': 903535.0, 'cx': 1708.0, 'cy': 825.0}
{'Image': '0208ccf', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0208ccf', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '495', 'Largeur': 509.0, 'Taille': 251955.0, 'cx': 268.0, 'cy': 252.0}
{'Image': '021bb26', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '787', 'Largeur': 334.0, 'Taille': 262858.0, 'cx': 694.0, 'cy': 411.0}
{'Image': '021bb26', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '021bb26', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '021bb26', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '318', 'Largeur': 339.0, 'Taille': 107802.0, 'cx': 356.0, 'cy': 160.0}
{'Image': '0225687', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '460', 'Largeur': 158.0, 'Taille': 72680.0, 'cx': 381.0, 'cy': 823.0}
{'Image': '0225687', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '398', 'Largeur': 1.0, 'Taille': 398.0, 'cx': 904.0, 'cy': 376.0}
{'Image': '0225687', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '541', 'Largeur': 951.0, 'Taille': 514491.0, 'cx': 1600.0, 'cy': 288.0}
{'Image': '0225687', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022a275', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022a275', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022a275', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '793', 'Largeur': 774.0, 'Taille': 613782.0, 'cx': 685.0, 'cy': 529.0}
{'Image': '022a275', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022d78c', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022d78c', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '672', 'Largeur': 317.0, 'Taille': 213024.0, 'cx': 1926.0, 'cy': 1053.0}
{'Image': '022d78c', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '473', 'Largeur': 733.0, 'Taille': 346709.0, 'cx': 1106.0, 'cy': 426.0}
{'Image': '022d78c', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022fd47', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022fd47', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '022fd47', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '869', 'Largeur': 241.0, 'Taille': 209429.0, 'cx': 1247.0, 'cy': 596.0}
{'Image': '022fd47', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '023accd', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '494', 'Largeur': 698.0, 'Taille': 344812.0, 'cx': 490.0, 'cy': 1077.0}
{'Image': '023accd', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '656', 'Largeur': 1743.0, 'Taille': 1143408.0, 'cx': 1229.0, 'cy': 1072.0}
{'Image': '023accd', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '940', 'Largeur': 1333.0, 'Taille': 1253020.0, 'cx': 1059.0, 'cy': 471.0}
{'Image': '023accd', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '025ad96', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '025ad96', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '025ad96', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '528', 'Largeur': 340.0, 'Taille': 179520.0, 'cx': 171.0, 'cy': 265.0}
{'Image': '025ad96', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02601cd', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02601cd', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '860', 'Largeur': 698.0, 'Taille': 600280.0, 'cx': 1429.0, 'cy': 551.0}
{'Image': '02601cd', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '332', 'Largeur': 323.0, 'Taille': 107236.0, 'cx': 1617.0, 'cy': 256.0}
{'Image': '02601cd', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '782', 'Largeur': 441.0, 'Taille': 344862.0, 'cx': 231.0, 'cy': 797.0}
{'Image': '0269e9a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '352', 'Largeur': 608.0, 'Taille': 214016.0, 'cx': 1757.0, 'cy': 282.0}
{'Image': '0269e9a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '938', 'Largeur': 1547.0, 'Taille': 1451086.0, 'cx': 1320.0, 'cy': 776.0}
{'Image': '0269e9a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0269e9a', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '027000d', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '027000d', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '027000d', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '941', 'Largeur': 835.0, 'Taille': 785735.0, 'cx': 1113.0, 'cy': 500.0}
{'Image': '027000d', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '663', 'Largeur': 75.0, 'Taille': 49725.0, 'cx': 641.0, 'cy': 391.0}
{'Image': '0277e9a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '244', 'Largeur': 745.0, 'Taille': 181780.0, 'cx': 1074.0, 'cy': 123.0}
{'Image': '0277e9a', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0277e9a', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1278', 'Largeur': 386.0, 'Taille': 493308.0, 'cx': 641.0, 'cy': 761.0}
{'Image': '0277e9a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '462', 'Largeur': 91.0, 'Taille': 42042.0, 'cx': 1717.0, 'cy': 1169.0}
{'Image': '028fd83', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '028fd83', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '028fd83', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1384', 'Largeur': 353.0, 'Taille': 488552.0, 'cx': 793.0, 'cy': 708.0}
{'Image': '028fd83', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '819', 'Largeur': 446.0, 'Taille': 365274.0, 'cx': 898.0, 'cy': 723.0}
{'Image': '028fe8a', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '028fe8a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1139', 'Largeur': 1431.0, 'Taille': 1629909.0, 'cx': 1363.0, 'cy': 830.0}
{'Image': '028fe8a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '028fe8a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '471', 'Largeur': 273.0, 'Taille': 128583.0, 'cx': 140.0, 'cy': 248.0}
{'Image': '029b861', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1010', 'Largeur': 381.0, 'Taille': 384810.0, 'cx': 881.0, 'cy': 728.0}
{'Image': '029b861', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '029b861', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '029b861', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02b6a5d', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '381', 'Largeur': 684.0, 'Taille': 260604.0, 'cx': 1421.0, 'cy': 419.0}
{'Image': '02b6a5d', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02b6a5d', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '431', 'Largeur': 305.0, 'Taille': 131455.0, 'cx': 199.0, 'cy': 1172.0}
{'Image': '02b6a5d', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02c3e33', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '590', 'Largeur': 669.0, 'Taille': 394710.0, 'cx': 1628.0, 'cy': 525.0}
{'Image': '02c3e33', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02c3e33', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '02c3e33', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1067', 'Largeur': 540.0, 'Taille': 576180.0, 'cx': 1579.0, 'cy': 661.0}
{'Image': '030ac75', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '360', 'Largeur': 1387.0, 'Taille': 499320.0, 'cx': 703.0, 'cy': 1211.0}
{'Image': '030ac75', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '747', 'Largeur': 1013.0, 'Taille': 756711.0, 'cx': 926.0, 'cy': 380.0}
{'Image': '030ac75', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '964', 'Largeur': 1367.0, 'Taille': 1317788.0, 'cx': 746.0, 'cy': 504.0}
{'Image': '030ac75', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '031bfc5', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '809', 'Largeur': 146.0, 'Taille': 118114.0, 'cx': 1278.0, 'cy': 431.0}
{'Image': '031bfc5', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '031bfc5', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '428', 'Largeur': 525.0, 'Taille': 224700.0, 'cx': 602.0, 'cy': 215.0}
{'Image': '031bfc5', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '702', 'Largeur': 37.0, 'Taille': 25974.0, 'cx': 1118.0, 'cy': 1034.0}
{'Image': '0326622', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '1200', 'Largeur': 795.0, 'Taille': 954000.0, 'cx': 1318.0, 'cy': 665.0}
{'Image': '0326622', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0326622', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0326622', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '466', 'Largeur': 431.0, 'Taille': 200846.0, 'cx': 239.0, 'cy': 1159.0}
{'Image': '0330f49', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '267', 'Largeur': 2.0, 'Taille': 534.0, 'cx': 1534.0, 'cy': 792.0}
{'Image': '0330f49', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0330f49', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1234', 'Largeur': 256.0, 'Taille': 315904.0, 'cx': 159.0, 'cy': 658.0}
{'Image': '0330f49', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '034a383', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '462', 'Largeur': 510.0, 'Taille': 235620.0, 'cx': 256.0, 'cy': 591.0}
{'Image': '034a383', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1377', 'Largeur': 758.0, 'Taille': 1043766.0, 'cx': 1280.0, 'cy': 701.0}
{'Image': '034a383', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '034a383', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '034ef1c', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '749', 'Largeur': 825.0, 'Taille': 617925.0, 'cx': 517.0, 'cy': 384.0}
{'Image': '034ef1c', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '034ef1c', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '034ef1c', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0358d2e', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '356', 'Largeur': 984.0, 'Taille': 350304.0, 'cx': 595.0, 'cy': 735.0}
{'Image': '0358d2e', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0358d2e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0358d2e', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '512', 'Largeur': 43.0, 'Taille': 22016.0, 'cx': 96.0, 'cy': 269.0}
{'Image': '0362b0a', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0362b0a', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1139', 'Largeur': 343.0, 'Taille': 390677.0, 'cx': 1164.0, 'cy': 831.0}
{'Image': '0362b0a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0362b0a', 'Presence': 0, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0365c50', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '0365c50', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '537', 'Largeur': 203.0, 'Taille': 109011.0, 'cx': 1971.0, 'cy': 951.0}
{'Image': '0365c50', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '861', 'Largeur': 152.0, 'Taille': 130872.0, 'cx': 407.0, 'cy': 970.0}
{'Image': '0365c50', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '399', 'Largeur': 370.0, 'Taille': 147630.0, 'cx': 561.0, 'cy': 611.0}
{'Image': '038407e', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '038407e', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '1375', 'Largeur': 767.0, 'Taille': 1054625.0, 'cx': 963.0, 'cy': 707.0}
{'Image': '038407e', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '038407e', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1385', 'Largeur': 577.0, 'Taille': 799145.0, 'cx': 306.0, 'cy': 707.0}
{'Image': '03a5e35', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '672', 'Largeur': 548.0, 'Taille': 368256.0, 'cx': 1453.0, 'cy': 354.0}
{'Image': '03a5e35', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03a5e35', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '845', 'Largeur': 131.0, 'Taille': 110695.0, 'cx': 112.0, 'cy': 435.0}
{'Image': '03a5e35', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '489', 'Largeur': 392.0, 'Taille': 191688.0, 'cx': 800.0, 'cy': 1030.0}
{'Image': '03b1dc4', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03b1dc4', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03b1dc4', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '574', 'Largeur': 616.0, 'Taille': 353584.0, 'cx': 1464.0, 'cy': 1082.0}
{'Image': '03b1dc4', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '558', 'Largeur': 510.0, 'Taille': 284580.0, 'cx': 306.0, 'cy': 317.0}
{'Image': '03c3906', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '746', 'Largeur': 1201.0, 'Taille': 895946.0, 'cx': 1361.0, 'cy': 1027.0}
{'Image': '03c3906', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '815', 'Largeur': 1203.0, 'Taille': 980445.0, 'cx': 1362.0, 'cy': 974.0}
{'Image': '03c3906', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03c3906', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '669', 'Largeur': 660.0, 'Taille': 441540.0, 'cx': 1100.0, 'cy': 368.0}
{'Image': '03eb81a', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '588', 'Largeur': 142.0, 'Taille': 83496.0, 'cx': 762.0, 'cy': 801.0}
{'Image': '03eb81a', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03eb81a', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03eb81a', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '445', 'Largeur': 39.0, 'Taille': 17355.0, 'cx': 919.0, 'cy': 387.0}
{'Image': '03ed174', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '03ed174', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '126', 'Largeur': 1.0, 'Taille': 126.0, 'cx': 856.0, 'cy': 701.0}
{'Image': '03ed174', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '515', 'Largeur': 305.0, 'Taille': 157075.0, 'cx': 1031.0, 'cy': 1053.0}
{'Image': '03ed174', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '733', 'Largeur': 489.0, 'Taille': 358437.0, 'cx': 1429.0, 'cy': 1034.0}
{'Image': '04029b4', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '04029b4', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '475', 'Largeur': 1183.0, 'Taille': 561925.0, 'cx': 598.0, 'cy': 1163.0}
{'Image': '04029b4', 'Presence': 0, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '04029b4', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1085', 'Largeur': 1019.0, 'Taille': 1105615.0, 'cx': 723.0, 'cy': 596.0}
{'Image': '041cc12', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '041cc12', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '650', 'Largeur': 652.0, 'Taille': 423800.0, 'cx': 1774.0, 'cy': 769.0}
{'Image': '041cc12', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '1108', 'Largeur': 439.0, 'Taille': 486412.0, 'cx': 404.0, 'cy': 841.0}
{'Image': '041cc12', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1078', 'Largeur': 455.0, 'Taille': 490490.0, 'cx': 396.0, 'cy': 826.0}
{'Image': '042bba1', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '387', 'Largeur': 130.0, 'Taille': 50310.0, 'cx': 1740.0, 'cy': 195.0}
{'Image': '042bba1', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '042bba1', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '499', 'Largeur': 299.0, 'Taille': 149201.0, 'cx': 156.0, 'cy': 251.0}
{'Image': '042bba1', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '1126', 'Largeur': 243.0, 'Taille': 273618.0, 'cx': 1806.0, 'cy': 837.0}
{'Image': '042f854', 'Presence': 0, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '042f854', 'Presence': 0, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': nan, 'Largeur': nan, 'Taille': nan, 'cx': nan, 'cy': nan}
{'Image': '042f854', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '840', 'Largeur': 538.0, 'Taille': 451920.0, 'cx': 1041.0, 'cy': 867.0}
{'Image': '042f854', 'Presence': 1, 'Classes': 'Sugar', 'Classes_index': 3, 'Longueur': '542', 'Largeur': 776.0, 'Taille': 420592.0, 'cx': 461.0, 'cy': 809.0}
{'Image': '0432314', 'Presence': 1, 'Classes': 'Fish', 'Classes_index': 0, 'Longueur': '411', 'Largeur': 718.0, 'Taille': 295098.0, 'cx': 444.0, 'cy': 726.0}
{'Image': '0432314', 'Presence': 1, 'Classes': 'Flower', 'Classes_index': 1, 'Longueur': '325', 'Largeur': 505.0, 'Taille': 164125.0, 'cx': 1470.0, 'cy': 1226.0}
{'Image': '0432314', 'Presence': 1, 'Classes': 'Gravel', 'Classes_index': 2, 'Longueur': '587', 'Largeur': 786.0, 'Taille': 461382.0, 'cx': 492.0, 'cy': 1103.0}
